Popularidad;external_id;price;currency;price_per_sqm;expenses;location;neighborhood;province;total_area;covered_area;rooms;bedrooms;bathrooms;parking;publication_url;scraped_at
31;58297974;720000;USD;3934;1000000;11 de Septiembre al 1400;Belgrano;Capital Federal;183;;5;3;2;2;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-5-amb-2-cocher-vista-abierta-edificio-aisenson-58297974.html?n_src=Listado&n_pills=Dormitorio+en+suite&n_pg=2&n_pos=1;2026-02-10T14:53:30.738028
428;58310961;1200000;USD;3934;1500000;Arribeños 1700;Belgrano;Capital Federal;305;;6;5;5;2;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-piso-en-venta-en-belgrano-capital-58310961.html?n_src=Listado&n_pills=Pileta&n_pg=15&n_pos=8;2026-02-10T14:58:10.615438
249;58259756;1050000;USD;3932;980000;Arribeños 1700;Belgrano;Capital Federal;267;;5;3;2;2;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-torre-arribenos-vista-rio-y-2-cocheras-58259756.html?n_src=Listado&n_pills=Luminoso&n_pg=9&n_pos=9;2026-02-10T14:55:56.026636
1550;58268839;148000;USD;1174;;Calle Jose E. Rodo 4700;Parque Avellaneda;Capital Federal;126;;4;4;3;;https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-ph-venta-4-amb-mataderos-sin-expensas-al-frente-58268839.html?n_src=Listado&n_pills=Dormitorio+en+suite&n_pg=52&n_pos=30;2026-02-10T14:19:29.489476
1287;58289229;290000;USD;3918;358709;Honduras 6099;Palermo;Capital Federal;74;;4;3;2;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-semipiso-4-ambientes-palermo-58289229.html?n_src=Listado&n_pills=Encargado&n_pg=44&n_pos=6;2026-02-10T14:16:35.815136
1693;58299138;360000;USD;3913;640000;Lafinur 3200;Palermo Chico;Palermo;92;;3;2;2;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-3-amb-c-balcon-y-cochera-palermo-chico-58299138.html?n_src=Listado&n_pills=Encargado&n_pg=57&n_pos=24;2026-02-10T14:21:22.902589
36;58274370;1800000;USD;3913;;Carbajal al 3200;Belgrano;Capital Federal;460;;;3;3;2;https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-carbajal-y-freire-58274370.html?n_src=Listado&n_pills=Pileta&n_pg=2&n_pos=6;2026-02-10T14:53:30.942361
2615;58305631;215000;USD;3909;233000;Arce 400;Palermo;Capital Federal;55;;2;1;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-depto-2-amb-full-amenities-confort-y-top-58305631.html?n_src=Listado&n_pills=Pileta&n_pg=88&n_pos=29;2026-02-10T14:33:15.783958
2933;58297149;199000;USD;3901;500000;Ceretti 2100;Villa Urquiza;Capital Federal;51;;2;1;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-2-amb-full-amenities-c-cochera-58297149.html?n_src=Listado&n_pills=SUM&n_pg=99&n_pos=20;2026-02-10T14:37:27.845658
1585;58264489;165000;USD;1178;;Rafael Obligado al 6000;Carapachay;Vicente López;140;;4;3;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-4-amb-en-venta-en-carapachay-58264489.html?n_src=Listado&n_pills=Terraza&n_pg=54&n_pos=5;2026-02-10T14:20:11.292551
91;58271760;970000;USD;3895;913000;Juncal al 3100;Palermo;Capital Federal;249;;4;3;5;2;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-exclusivo-3-dorm.-suite-mas-dep-con-vista-al-rio-58271760.html?n_src=Listado&n_pills=Dormitorio+en+suite&n_pg=4&n_pos=1;2026-02-10T14:54:12.207240
297;58277082;295000;USD;3881;361500;Husares 2255;Belgrano;Capital Federal;76;;3;2;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-bajo-belgrano-chico-torre-departamento-3-58277082.html?n_src=Listado&n_pills=Encargado&n_pg=10&n_pos=28;2026-02-10T14:03:50.063646
205;58281658;690000;USD;3876;980000;Av. Libertador al 300;Recoleta;Capital Federal;178;;4;3;3;2;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-torre-con-vista-al-rio.-y-amenities.-58281658.html?n_src=Listado&n_pills=Pileta&n_pg=7&n_pos=25;2026-02-10T14:55:15.960731
2563;58303828;390000;USD;3861;;Lafinur 2900;Barrio Norte;Capital Federal;101;;3;2;2;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-en-palermo-capital-federal-58303828.html?n_src=Listado&n_pg=87&n_pos=7;2026-02-10T14:32:49.517539
1690;58283156;289000;USD;1179;;Ituzaingó 1800;Don Torcuato;Tigre;245;;5;3;4;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-5-amb-c-jardin-cochera-dep.-en-don-torcuato-58283156.html?n_src=Listado&n_pills=Dormitorio+en+suite&n_pg=57&n_pos=21;2026-02-10T14:21:22.787520
2718;58303446;390000;USD;3861;;Lafinur 2900;Palermo;Capital Federal;101;;3;2;2;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-en-palermo-capital-federal-58303446.html?n_src=Listado&n_pg=92&n_pos=12;2026-02-10T14:34:47.296836
2801;58304164;390000;USD;3861;;Lafinur 2900;Recoleta;Capital Federal;101;;3;2;2;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-en-barrio-norte-capital-58304164.html?n_src=Listado&n_pg=95&n_pos=8;2026-02-10T14:35:53.744593
2486;58266900;230000;USD;3833;130000;anchorena 1700;Recoleta;Capital Federal;60;;2;1;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-recoleta-2amb-frente-bcon-excelente-edificio-58266900.html?n_src=Listado&n_pills=Terraza&n_pg=84&n_pos=20;2026-02-10T14:31:39.547225
1257;58259879;410000;USD;3831;350000;Segui al 3700;Palermo;Capital Federal;107;;3;2;2;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-segui-y-rep.-arabe-siria-palermo-58259879.html?n_src=Listado&n_pills=Pileta&n_pg=43&n_pos=3;2026-02-10T14:16:12.583402
678;58309493;103000;USD;1183;;Domingo F. Sarmiento al 2800;Olivos;Vicente López;87;;3;2;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-ph-3-ambientes-a-refaccionar-con-jardin-en-olivos-en-58309493.html?n_src=Listado&n_pills=Parrilla&n_pg=23&n_pos=21;2026-02-10T14:08:44.435530
805;58278103;245000;USD;1183;;Esmeralda 4600;Florida;Vicente López;207;;6;5;3;2;https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-ideal-dos-familias-lote-con-dos-viviendas-58278103.html?n_src=Listado&n_pills=Terraza&n_pg=27&n_pos=28;2026-02-10T14:10:12.098285
1090;58271661;380000;USD;1183;550000;Barrio Cerrado Santa Clara.- Patricias Argentinas 3501;San Fernando;GBA Norte;321;;5;3;2;2;https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-muy-linda-casa-en-venta-en-el-barrio-cerrado-santa-58271661.html?n_src=Listado&n_pills=Encargado&n_pg=37&n_pos=14;2026-02-10T14:13:51.799910
1992;58305756;325000;USD;3823;468477;Soldado de la Independencia 1000;Las Cañitas;Palermo;85;;3;2;2;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-depto-3-ambientes-dep-cochera-las-canitas-58305756.html?n_src=Listado&n_pills=Encargado&n_pg=68&n_pos=2;2026-02-10T14:25:34.814596
1207;58265793;355000;USD;3817;847851;Soler 6048 | Palermo Hollywood | 4°;Palermo Hollywood;Palermo;93;;3;2;2;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-de-3-ambientes-en-venta-en-palermo-58265793.html?n_src=Listado&n_pills=Dormitorio+en+suite&n_pg=41&n_pos=13;2026-02-10T14:15:27.549003
2564;58298755;290000;USD;3815;350000;Avenida Alicia Moreau de Justo 1800;Puerto Madero;Capital Federal;76;;3;1;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-3-amb-puerto-madero-vista-al-dique-58298755.html?n_src=Listado&n_pills=Laundry&n_pg=87&n_pos=8;2026-02-10T14:32:49.551853
25;58285623;1800000;USD;3797;;Carbajal al 3200;Belgrano R;Belgrano;474;;5;3;3;2;https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-en-belgrano-r-58285623.html?n_src=Listado&n_pills=Parrilla&n_pg=1&n_pos=25;2026-02-10T14:53:09.976776
2761;58304047;448000;USD;3796;;Godoy Cruz 3200;Recoleta;Capital Federal;118;;3;2;2;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-en-recoleta-capital-federal-58304047.html?n_src=Listado&n_pg=93&n_pos=28;2026-02-10T14:35:10.928845
147;58261604;400000;USD;1190;;Sta. Rosa 2204, B1602CKP Florida, Provincia de Buenos Aires, Argentina, Vicente Lopez, Buenos Aires, Argentina.;Florida;Vicente López;336;;8;6;3;;https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-sonada-casa-de-8-amb-en-el-corazon-de-florida!-58261604.html?n_src=Listado&n_pills=SUM&n_pg=5&n_pos=28;2026-02-10T14:01:49.638868
2869;58303323;448000;USD;3796;;Godoy Cruz 3200;Palermo;Capital Federal;118;;3;2;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-en-palermo-capital-federal-58303323.html?n_src=Listado&n_pg=97&n_pos=16;2026-02-10T14:36:39.582618
2942;58303562;448000;USD;3796;;Godoy Cruz 3200;Barrio Norte;Capital Federal;118;;3;2;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-en-palermo-capital-federal-58303562.html?n_src=Listado&n_pg=99&n_pos=29;2026-02-10T14:37:28.201719
2214;58286170;220000;USD;3793;370000;Avenida Pedro Goyena 1700;Flores;Capital Federal;58;;2;1;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-2-ambientes-premium-donna-terra-58286170.html?n_src=Listado&n_pills=Parrilla&n_pg=75&n_pos=16;2026-02-10T14:28:14.823997
2394;58305629;235000;USD;3790;265000;Arce 400;Palermo;Capital Federal;62;;2;1;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-depto-2-amb-full-amenities-confort-estilo-58305629.html?n_src=Listado&n_pills=Pileta&n_pg=81&n_pos=18;2026-02-10T14:30:28.325709
517;58275101;280000;USD;3783;1;Concepción Arenal y Zapiola;Palermo Hollywood;Palermo;74;;2;1;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-palermo-hollywood-silos-de-dorrego-venta-2-58275101.html?n_src=Listado&n_pills=SUM&n_pg=18&n_pos=8;2026-02-10T14:06:53.240652
1398;58259864;420000;USD;3783;120000;Gutierrez 3900;Palermo;Capital Federal;111;;3;2;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-triplex-unico-botanico-pileta-y-cochera-58259864.html?n_src=Listado&n_pills=Encargado&n_pg=47&n_pos=27;2026-02-10T14:17:44.683659
943;58288240;315000;USD;1193;100000;Corrientes 900;Olivos;Vicente López;264;;5;3;2;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-4-ambientes-con-pileta-propia-cochera-y-dependencia-58288240.html?n_src=Listado&n_pills=Pileta&n_pg=32&n_pos=16;2026-02-10T14:12:05.099170
997;58268061;173000;USD;1193;;Lope de Vega al 5400;Carapachay;Vicente López;145;;4;3;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-venta-de-triplex-con-patio-en-carapachay-58268061.html?n_src=Listado&n_pills=Luminoso&n_pg=34&n_pos=10;2026-02-10T14:12:49.850997
1256;58279400;425000;USD;1193;;Libertad 3000;Florida;Vicente López;356;;6;5;4;4;https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-venta-casa-6-amb-pileta-vicente-lopez-nuevo-precio-58279400.html?n_src=Listado&n_pills=SUM&n_pg=43&n_pos=2;2026-02-10T14:16:12.546828
83;58291292;340000;USD;3777;320000;Fray Justo Santa Maria de Oro al 2700;Palermo Nuevo;Palermo;90;;3;2;2;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-palermo-nuevo-3-amb-con-cochera-58291292.html?n_src=Listado&n_pills=Encargado&n_pg=3&n_pos=24;2026-02-10T14:01:09.801294
13;58281754;600000;USD;3773;630000;Av. Figueroa Alcorta al 3400;Palermo Chico;Palermo;159;;4;3;2;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-3-dorm.-con-cochera-figueroa-alcorta-58281754.html?n_src=Listado&n_pills=Dormitorio+en+suite&n_pg=1&n_pos=13;2026-02-10T14:53:09.532795
2934;58274728;215000;USD;3771;202000;Fitz Roy 2300 (alm-8c);Palermo Hollywood;Palermo;57;;2;1;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-u$s-215.000-2-amb-cochera-palermo-fitz-roy-58274728.html?n_src=Listado&n_pills=Parrilla&n_pg=99&n_pos=21;2026-02-10T14:37:27.884178
2923;58307541;179000;USD;1193;;Corrientes 500;General Pacheco;Tigre;150;;4;3;2;2;https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-4-amb-en-venta-en-general-pacheco-con-pileta-58307541.html?n_src=Listado&n_pills=Parrilla&n_pg=99&n_pos=10;2026-02-10T14:37:27.401373
1983;58299981;275000;USD;3767;170000;Deheza 2350;Núñez;Capital Federal;73;;3;2;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-3-ambientes-balcon-nunez-58299981.html?n_src=Listado&n_pills=Parrilla&n_pg=67&n_pos=23;2026-02-10T14:25:13.738159
2197;58260143;229000;USD;3754;385000;Fitz Roy 2400;Palermo;Capital Federal;61;;3;2;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-fantastico-3-amb-cochera-baulera-reciclado!-58260143.html?n_src=Listado&n_pg=74&n_pos=29;2026-02-10T14:27:51.332398
1038;58282951;195000;USD;3750;386000;Juan M Gutierrez al 2700;Recoleta;Capital Federal;52;;2;1;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-moderno-depto-en-venta-en-recoleta-con-amenities!-58282951.html?n_src=Listado&n_pills=Luminoso&n_pg=35&n_pos=22;2026-02-10T14:13:12.352648
115;58283706;95900;USD;1198;;Rodriguez Peña al 1700;Martínez;San Isidro;80;;3;2;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-ph-3-ambientes-con-patio-en-venta-en-martinez-apto-58283706.html?n_src=Listado&n_pills=Apto+cr%C3%A9dito&n_pg=4&n_pos=26;2026-02-10T14:01:29.639268
1204;58310514;360000;USD;1200;;Prilidiano Pueyrredón al 2900;Martínez;San Isidro;300;;8;5;3;2;https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-venta-martinez-58310514.html?n_src=Listado&n_pills=Encargado&n_pg=41&n_pos=10;2026-02-10T14:15:27.438577
1415;58278312;108000;USD;1200;;9 De Julio 3900;Villa Adelina;Vicente López;90;;3;2;;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-muy-buen-duplex-3-ambientes-y-playroom-58278312.html?n_src=Listado&n_pills=Apto+cr%C3%A9dito&n_pg=48&n_pos=14;2026-02-10T14:18:07.309582
1741;58259913;300000;USD;3750;70000;Guido al 2600;Recoleta;Capital Federal;80;;2;1;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-espectacular-loft-dos-amb-en-la-isla!-58259913.html?n_src=Listado&n_pills=SUM&n_pg=59&n_pos=12;2026-02-10T14:22:07.297293
2226;58306292;225000;USD;3750;404839;Aime Paine 1600;Puerto Madero;Capital Federal;60;;2;1;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-duplex-2-ambientes-puerto-madero-58306292.html?n_src=Listado&n_pills=Laundry&n_pg=75&n_pos=28;2026-02-10T14:28:15.303615
427;58275787;1200000;USD;1200;;Casa en Venta Sobre Lote al Rio, Barrio San Marco, Villanueva.;San Marco;Villanueva;1000;;7;6;6;2;https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-en-venta-al-rio-barrio-san-marco-villanueva.-58275787.html?n_src=Listado&n_pills=Parrilla&n_pg=15&n_pos=7;2026-02-10T14:58:10.575283
175;58268871;550000;USD;3741;243423;Austria 2100;Recoleta;Capital Federal;147;;4;3;2;2;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-dpto-4-amb-dep-balcon-y-2-cocheras-fijas-58268871.html?n_src=Listado&n_pills=Dormitorio+en+suite&n_pg=6&n_pos=25;2026-02-10T14:54:55.114750
412;58315105;710000;USD;3736;400000;Gorostiaga al 1600;Belgrano C;Belgrano;190;;5;4;3;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-4-ambientes-con-terraza-en-las-canitas-58315105.html?n_src=Listado&n_pills=Apto+cr%C3%A9dito&n_pg=14&n_pos=22;2026-02-10T14:57:51.342845
707;58305775;280000;USD;3733;281126;Fray Justo Santa María de Oro 2600;Palermo;Capital Federal;75;;3;2;2;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-venta-2-dorm.-palermo-cochera-58305775.html?n_src=Listado&n_pills=SUM&n_pg=24&n_pos=20;2026-02-10T14:09:05.195302
1422;58293673;205000;USD;3727;140000;Azcuenaga 1800;Recoleta;Capital Federal;55;;2;1;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-2-ambientes-con-balcon-al-frente-en-recoleta!-58293673.html?n_src=Listado&n_pills=Parrilla&n_pg=48&n_pos=21;2026-02-10T14:18:07.622932
3206;58316378;410000;USD;3727;;José A. Cabrera 5500;Palermo;Capital Federal;110;;4;3;2;;https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-lote-propio-4-ambientes-palermo-hollywood-58316378.html?n_src=Listado&n_pills=Terraza&n_pg=109&n_pos=4;2026-02-10T14:41:22.801539
60;58261032;679900;USD;1205;;Av, Marquez al 1100;San Isidro;GBA Norte;564;;9;4;3;5;https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-con-piscina-y-gran-jardin-58261032.html?n_src=Listado&n_pills=Parrilla&n_pg=2&n_pos=30;2026-02-10T14:53:31.830911
309;58299031;550000;USD;3716;800000;Andonaegui 2100;Villa Urquiza;Capital Federal;148;;4;3;2;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-4-ambientes-c-coch.-v.-urquiza-58299031.html?n_src=Listado&n_pills=Pileta&n_pg=11&n_pos=9;2026-02-10T14:56:37.480252
73;58278606;750000;USD;1209;;Estanislao del Campo al 1400;Florida;Vicente López;620;;6;5;6;6;https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-lote-propio-cinco-dorm.-jardin-pileta-58278606.html?n_src=Listado&n_pills=Luminoso&n_pg=3&n_pos=13;2026-02-10T14:53:53.035617
1151;58260483;260000;USD;3714;200000;Arenales al 2200 Piso 2;Recoleta;Capital Federal;70;;3;2;2;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-recoleta-58260483.html?n_src=Listado&n_pills=Dormitorio+en+suite&n_pg=39&n_pos=15;2026-02-10T14:14:38.979980
2521;58288915;230000;USD;3709;400000;Avenida Directorio e/ Riglos y San José de Calasanz;Caballito;Capital Federal;62;;3;2;1;2;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-2-dorm.-1-bano-caballito-58288915.html?n_src=Listado&n_pills=Luminoso&n_pg=85&n_pos=25;2026-02-10T14:32:02.674646
219;58281748;1150000;USD;3709;1390000;Libertad al 1500;Recoleta;Capital Federal;310;;6;4;3;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-torre-en-recoleta-piso-alto-vista-al-rio-58281748.html?n_src=Listado&n_pills=Dormitorio+en+suite&n_pg=8&n_pos=9;2026-02-10T14:55:36.076316
797;58268482;270000;USD;3698;500000;Av Libertador y Matienzo;Las Cañitas;Palermo;73;;3;2;2;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-3-ambientes-en-palermo-las-canitas-av-58268482.html?n_src=Listado&n_pg=27&n_pos=20;2026-02-10T14:10:11.815017
2765;58281131;340000;USD;1218;;Estanislao del Campo 600;General Pacheco;Tigre;279;;5;3;3;2;https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-3-dorm.-pacheco-residencial-58281131.html?n_src=Listado&n_pills=Parrilla&n_pg=94&n_pos=2;2026-02-10T14:35:30.746645
2325;58306119;200000;USD;1219;;Mariano Pelliza 2100;Olivos;Vicente López;164;;3;2;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-venta-ph-3-amb-pb-gran-terraza-y-2-patios-olivos-58306119.html?n_src=Listado&n_pills=Terraza&n_pg=79&n_pos=9;2026-02-10T14:29:43.575374
101;58303151;255000;USD;3695;;Juncal al 4500;Palermo;Capital Federal;69;;3;2;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-3-ambientes-con-cochera-y-pileta-en-58303151.html?n_src=Listado&n_pills=Terraza&n_pg=4&n_pos=12;2026-02-10T14:01:29.131853
846;58295794;425000;USD;3695;500000;Av. Libertador 5500;Belgrano C;Belgrano;115;;3;2;2;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-3-amb-c-cochera-en-venta-en-belgrano-c-58295794.html?n_src=Listado&n_pills=SUM&n_pg=29&n_pos=9;2026-02-10T14:10:54.679159
90;58274105;650000;USD;3693;960000;Ortega y Gasset al 1600;Las Cañitas;Palermo;176;;4;3;4;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-4-ambientes-sauna-hidromasaje-amenities-cochera-58274105.html?n_src=Listado&n_pills=Luminoso&n_pg=3&n_pos=30;2026-02-10T14:53:53.669005
272;58281778;225000;USD;3688;190000;Ramon Freire al 2100;Belgrano R;Belgrano;61;;3;2;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-3-ambientes-belgrano-r-torre-de-58281778.html?n_src=Listado&n_pills=Encargado&n_pg=10&n_pos=3;2026-02-10T14:03:49.107164
2231;58293534;224900;USD;3686;;Ciudad de la Paz al 400;Colegiales;Capital Federal;61;;2;1;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-2-ambientes-con-balcon-en-venta-en-58293534.html?n_src=Listado&n_pills=Encargado&n_pg=76&n_pos=5;2026-02-10T14:28:34.626927
1461;58308488;168000;USD;1226;;Bellocq 4290;Olivos;Vicente López;137;;3;2;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-ph-3-ambientes-en-venta-en-olivos-58308488.html?n_src=Listado&n_pills=SUM&n_pg=49&n_pos=30;2026-02-10T14:18:28.809058
2596;58274412;325000;USD;1226;;Intendente Becco al 1000 Entre Liniers y Ohiggins;San Isidro;GBA Norte;265;;3;2;1;2;https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-en-san-isidro-58274412.html?n_src=Listado&n_pills=Pileta&n_pg=88&n_pos=10;2026-02-10T14:33:15.017262
219;58273545;239000;USD;3676;345270;Aguero Y AV. LAS Heras 6°;Recoleta;Capital Federal;65;;3;2;2;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin--nuevo-aguero-y-av-las-heras-frente-65-m-sup2-58273545.html?n_src=Listado&n_pills=Dormitorio+en+suite&n_pg=8&n_pos=10;2026-02-10T14:03:01.610113
669;58266589;239000;USD;3676;470000;Manuel Ugarte al 2400;Belgrano;Capital Federal;65;;3;2;2;;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-3-ambientes-en-belgrano-58266589.html?n_src=Listado&n_pills=Laundry&n_pg=23&n_pos=12;2026-02-10T14:08:44.064686
1055;58296910;80000;USD;1230;;Cosquín 5300;Villa Lugano;Capital Federal;65;;3;2;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-hermoso-ph-en-venta-villa-lugano-58296910.html?n_src=Listado&n_pills=Apto+cr%C3%A9dito&n_pg=36&n_pos=9;2026-02-10T14:13:31.652197
1298;58267973;320000;USD;1230;;Yapeyu al 1000 Martinez;Martínez;San Isidro;260;;6;4;3;2;https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-departamento-ph-en-venta-en-martinez-tipo-casa-58267973.html?n_src=Listado&n_pills=Terraza&n_pg=44&n_pos=17;2026-02-10T14:16:36.218961
26;58281410;1100000;USD;3666;;Pasaje Bollini al 2200. Recoleta-barrio Norte;Recoleta;Capital Federal;300;;;3;3;;https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-pasaje-bollini-al-2200.-lindisima-casa-en-alquiler.-58281410.html?n_src=Listado&n_pills=Terraza&n_pg=1&n_pos=26;2026-02-10T14:53:10.011196
425;58317659;550000;USD;3666;;Pasaje Virasoro 2300;Botánico;Palermo;150;;6;4;2;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclcapa-dueno-vende-casa-de-dos-plantas-en-palermo-botanico-58317659.html?n_src=Listado&n_pills=Terraza&n_pg=15&n_pos=5;2026-02-10T14:58:10.498869
2503;58295332;238000;USD;3661;424467;Honduras 3800;Palermo;Capital Federal;65;;2;1;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-2-amb.-con-cochera-en-palermo-58295332.html?n_src=Listado&n_pills=SUM&n_pg=85&n_pos=7;2026-02-10T14:32:01.932456
162;58259829;1500000;USD;3658;1200000;Castex al 3500;Palermo Chico;Palermo;410;;4;3;3;2;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-penthouse-categoria-2-cocheras-58259829.html?n_src=Listado&n_pills=Luminoso&n_pg=6&n_pos=12;2026-02-10T14:54:54.634080
1840;58275824;399000;USD;1235;;Casa en Venta en Portezuelo, Nordelta - Apto Crédito;Portezuelo;Nordelta;323;;7;3;2;2;https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-en-venta-en-portezuelo-nordelta-apto-credito-58275824.html?n_src=Listado&n_pills=Encargado&n_pg=62&n_pos=22;2026-02-10T14:23:17.300300
202;58294247;185000;USD;1241;;Gral. Juan Martín de Pueyrredón al 6300;Carapachay;Vicente López;149;;4;3;1;2;https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-casa-duplex-cuatro-ambientes-cochera-venta-58294247.html?n_src=Listado&n_pills=Luminoso&n_pg=7&n_pos=23;2026-02-10T14:02:38.504139
870;58274230;245000;USD;3656;410000;Cramer al 1700;Belgrano;Capital Federal;67;;3;1;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-nuevo-ingreso-3-amb-c-cochera-y-amenities-58274230.html?n_src=Listado&n_pills=Luminoso&n_pg=30&n_pos=3;2026-02-10T14:11:19.357026
307;58259821;610000;USD;3652;;Sucre y Libertador;Belgrano;Capital Federal;167;;3;2;3;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-penthouse-en-liberateur-58259821.html?n_src=Listado&n_pills=Terraza&n_pg=11&n_pos=7;2026-02-10T14:56:37.405880
3064;58312395;190000;USD;1241;;San Martín 716;Dique Luján;Tigre;153;;5;;1;;https://www.zonaprop.com.ar/propiedades/clasificado/veclcapa-moderna-casa-con-salida-a-rio-navegable.-58312395.html?n_src=Listado&n_pills=Dormitorio+en+suite&n_pg=104&n_pos=9;2026-02-10T14:39:28.135988
2939;58311840;270000;USD;3648;350000;BLANCO ENCALADA 4876;Villa Urquiza;Capital Federal;74;;3;2;1;1;https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-3amb-villa-urquiza-balcon-y-cochera-apto-credito-58311840.html?n_src=Listado&n_pills=SUM&n_pg=99&n_pos=26;2026-02-10T14:37:28.079305
